"project_name"	"publication_year"	"publication_doi"	"site_name"	"latitude"	"longitude"	"geo_loc_name"	"sample_name"	"sample_host"	"sample_age"	"sample_age_doi"	"community_type"	"material"	"collection_date"	"archive"	"archive_project"	"archive_accession"
"94"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT13"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078131,SRS3078137"
"95"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT14"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078134,SRS3078129"
"96"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT15"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078120"
"97"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT16"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078122"
"98"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT17"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078124"
"99"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT18"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078126"
"100"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT19"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078118"
"101"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT20"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078148"
"102"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT21"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078150"
"103"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT22"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078151"
"104"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT23"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078155"
"105"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT24"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078156,SRS3078146"
"106"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT25"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078197,SRS3078141"
"107"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT26"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078139,SRS3078145"
"108"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT27"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078093"
"109"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT28"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078091,SRS3078089"
"110"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT29"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078087,SRS3078085"
"111"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT30"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078193"
"112"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT31"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078158,SRS3078147"
"113"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT32"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078192,SRS3078187"
"114"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT33"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078170"
"115"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT34"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078167"
"116"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT35"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078165"
"117"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT36"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078163,SRS3078172"
"118"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Norris Farms"	40.23	-90.143	"USA"	"NF217"	"Homo sapiens"	700	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078173"
"119"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Norris Farms"	40.23	-90.143	"USA"	"NF47"	"Homo sapiens"	700	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078175"
"120"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Middenbeemster"	52.548	4.912	"Netherlands"	"S108"	"Homo sapiens"	300	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078160"
"121"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Samdzong"	29.27	84.03	"Nepal"	"S40"	"Homo sapiens"	1400	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078162"
"122"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Samdzong"	29.27	84.03	"Nepal"	"S41"	"Homo sapiens"	1400	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078206"
"123"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Middenbeemster"	52.548	4.912	"Netherlands"	"S454"	"Homo sapiens"	300	"10.1038/s41598-018-28091-9"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA445215"	"SRS3078095"
"124"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Camino del Molino"	38.102	-1.865	"Spain"	"C214"	"Homo sapiens"	4700	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078202"
"125"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Camino del Molino"	38.102	-1.865	"Spain"	"C53"	"Homo sapiens"	4700	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078203"
"126"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Anse a la Gourde"	16.254	-61.203	"Guadeloupe"	"F1948"	"Homo sapiens"	800	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078196"
"127"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Anse a la Gourde"	16.254	-61.203	"Guadeloupe"	"F349A"	"Homo sapiens"	800	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078161"
"128"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"KhÃ¶vsgÃ¶l"	49.66	99.61	"Mongolia"	"H10"	"Homo sapiens"	4400	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078189"
"129"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"KhÃ¶vsgÃ¶l"	49.66	99.61	"Mongolia"	"H24"	"Homo sapiens"	4400	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078180"
"130"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT01"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078177"
"131"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT02"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078179"
"132"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT03"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078184"
"133"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT04"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078114"
"134"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT05"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078110,SRS3078116"
"135"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT06"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078112"
"136"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT07"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078108"
"137"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT08"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078098,SRS3078100"
"138"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT09"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078102,SRS3078103"
"139"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT10"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078106"
"140"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT11"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078132"
"141"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT12"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078130"
"142"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT13"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078135,SRS3078136"
"143"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT14"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078121,SRS3078128"
"144"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT15"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078123"
"145"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT16"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078125"
"146"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT17"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078127"
"147"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT18"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078119"
"148"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT20"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078149"
"149"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT21"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078152"
"150"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT22"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078153"
"151"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT23"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078154"
"152"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT24"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078143,SRS3078157"
"153"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT25"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078140,SRS3078142"
"154"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT26"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078144,SRS3078138"
"155"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT27"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078094"
"156"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT28"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078090,SRS3078092"
"157"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT29"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078086,SRS3078088"
"158"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT30"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078190"
"159"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT31"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078188,SRS3078194"
"160"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT32"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078186,SRS3078191"
"161"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT33"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078169"
"162"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT34"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078168"
"163"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT35"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078166"
"164"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Kilteasheen"	54.005	-8.201	"Ireland"	"KT36"	"Homo sapiens"	1000	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078164,SRS3078107"
"165"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Norris Farms"	40.23	-90.143	"USA"	"NF217"	"Homo sapiens"	700	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078171"
"166"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Norris Farms"	40.23	-90.143	"USA"	"NF47"	"Homo sapiens"	700	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078174"
"167"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Middenbeemster"	52.548	4.912	"Netherlands"	"S108"	"Homo sapiens"	300	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078159"
"168"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Samdzong"	29.27	84.03	"Nepal"	"S40"	"Homo sapiens"	1400	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078199"
"169"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Samdzong"	29.27	84.03	"Nepal"	"S41"	"Homo sapiens"	1400	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078205"
"170"	"Mann2018"	2018	"10.1038/s41598-018-28091-9"	"Middenbeemster"	52.548	4.912	"Netherlands"	"S454"	"Homo sapiens"	300	"10.1038/s41598-018-28091-9"	"skeletal tissue"	"tooth"	NA	"SRA"	"PRJNA445215"	"SRS3078096"
"171"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Karisimbi"	-1.508	29.445	"Democratic Republic of the Congo"	"Gb1"	"Gorilla beringei"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545903,ERS4545904,ERS4545905"
"172"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Lulingu"	-2.316	27.549	"Democratic Republic of the Congo"	"Gb2"	"Gorilla beringei"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545906,ERS4545907,ERS4545908"
"173"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Kamchatka"	56.21	159.346	"Russia"	"Ua2"	"Ursus arctos"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545909"
"174"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Kamchatka"	56.21	159.346	"Russia"	"Ua6"	"Ursus arctos"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545910"
"175"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Kamchatka"	56.21	159.346	"Russia"	"Ua7"	"Ursus arctos"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545911"
"176"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Lake Ladoga"	61	31.5	"Russia"	"Ua13"	"Ursus arctos"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545912"
"177"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Dalarna"	61.004	14.537	"Sweden"	"Ua14"	"Ursus arctos"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545913"
"178"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"JÃ¤mtland"	63.399	13.081	"Sweden"	"Ua9"	"Ursus arctos"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545914"
"179"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Spitsbergen"	78.899	18.016	"Norway"	"Rt1"	"Rangifer tarandus"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545915"
"180"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Unknown"	NA	NA	"Unknown"	"Rt5"	"Rangifer tarandus"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545916"
"181"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Spitsbergen"	78.899	18.016	"Norway"	"Rt7"	"Rangifer tarandus"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545917"
"182"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"South-west Norway"	60	6	"Norway"	"Rt11"	"Rangifer tarandus"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545918"
"183"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"North-east Greenland"	79	-56	"Greenland"	"Rt13"	"Rangifer tarandus"	100	"10.1093/molbev/msaa135"	"oral"	"dental calculus"	NA	"ENA"	"PRJEB33363"	"ERS4545919"
"184"	"Brealey2020"	2020	"10.1093/molbev/msaa135"	"Spitsbergen"	78.899	18.016	"Norway"	"Rt_tooth"	"Rangifer tarandus"	100	"10.1093/molbev/msaa135"	"skeletal tissue"	"tooth"	NA	"ENA"	"PRJEB33363"	"ERS4545920"
"185"	"Ozga2019"	2019	"10.1038/s41598-019-53802-1"	"Gombe National Park"	-4.69	29.62	"Tanzania"	"02C"	"Pan troglodytes schweinfurthii"	100	"10.1038/s41598-019-53802-1"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA531027"	"SRS4625244"
"186"	"Ozga2019"	2019	"10.1038/s41598-019-53802-1"	"Gombe National Park"	-4.69	29.62	"Tanzania"	"04C"	"Pan troglodytes schweinfurthii"	100	"10.1038/s41598-019-53802-1"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA531027"	"SRS4625243"
"187"	"Ozga2019"	2019	"10.1038/s41598-019-53802-1"	"Gombe National Park"	-4.69	29.62	"Tanzania"	"05C"	"Pan troglodytes schweinfurthii"	100	"10.1038/s41598-019-53802-1"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA531027"	"SRS4625242"
"188"	"Ozga2019"	2019	"10.1038/s41598-019-53802-1"	"Gombe National Park"	-4.69	29.62	"Tanzania"	"07C"	"Pan troglodytes schweinfurthii"	100	"10.1038/s41598-019-53802-1"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA531027"	"SRS4625241"
"189"	"Ozga2019"	2019	"10.1038/s41598-019-53802-1"	"Gombe National Park"	-4.69	29.62	"Tanzania"	"13C"	"Pan troglodytes schweinfurthii"	100	"10.1038/s41598-019-53802-1"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA531027"	"SRS4625248"
"190"	"Ozga2019"	2019	"10.1038/s41598-019-53802-1"	"Gombe National Park"	-4.69	29.62	"Tanzania"	"14C"	"Pan troglodytes schweinfurthii"	100	"10.1038/s41598-019-53802-1"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA531027"	"SRS4625247"
"191"	"Ozga2019"	2019	"10.1038/s41598-019-53802-1"	"Gombe National Park"	-4.69	29.62	"Tanzania"	"16C"	"Pan troglodytes schweinfurthii"	100	"10.1038/s41598-019-53802-1"	"oral"	"dental calculus"	NA	"SRA"	"PRJNA531027"	"SRS4625246"
