,index,project_name,publication_year,publication_doi,site_name,latitude,longitude,geo_loc_name,sample_name,sample_host,sample_age,sample_age_doi,community_type,material,collection_date,archive,archive_project,archive_accession,SRR_accession
117,159,Mann2018,2018,10.1038/s41598-018-28091-9,Kilteasheen,54.005,-8.201,Ireland,KT31,Homo sapiens,1000,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078194,SRR6877293
118,160,Mann2018,2018,10.1038/s41598-018-28091-9,Kilteasheen,54.005,-8.201,Ireland,KT32,Homo sapiens,1000,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078186,SRR6877301
119,160,Mann2018,2018,10.1038/s41598-018-28091-9,Kilteasheen,54.005,-8.201,Ireland,KT32,Homo sapiens,1000,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078191,SRR6877297
120,161,Mann2018,2018,10.1038/s41598-018-28091-9,Kilteasheen,54.005,-8.201,Ireland,KT33,Homo sapiens,1000,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078169,SRR6877315
121,162,Mann2018,2018,10.1038/s41598-018-28091-9,Kilteasheen,54.005,-8.201,Ireland,KT34,Homo sapiens,1000,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078168,SRR6877317
122,163,Mann2018,2018,10.1038/s41598-018-28091-9,Kilteasheen,54.005,-8.201,Ireland,KT35,Homo sapiens,1000,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078166,SRR6877319
123,164,Mann2018,2018,10.1038/s41598-018-28091-9,Kilteasheen,54.005,-8.201,Ireland,KT36,Homo sapiens,1000,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078164,SRR6877321
124,164,Mann2018,2018,10.1038/s41598-018-28091-9,Kilteasheen,54.005,-8.201,Ireland,KT36,Homo sapiens,1000,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078107,SRR6877380
125,165,Mann2018,2018,10.1038/s41598-018-28091-9,Norris Farms,40.23,-90.143,USA,NF217,Homo sapiens,700,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078171,SRR6877314
126,166,Mann2018,2018,10.1038/s41598-018-28091-9,Norris Farms,40.23,-90.143,USA,NF47,Homo sapiens,700,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078174,SRR6877311
127,167,Mann2018,2018,10.1038/s41598-018-28091-9,Middenbeemster,52.548,4.912,Netherlands,S108,Homo sapiens,300,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078159,SRR6877327
128,168,Mann2018,2018,10.1038/s41598-018-28091-9,Samdzong,29.27,84.03,Nepal,S40,Homo sapiens,1400,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078199,SRR6877289
129,169,Mann2018,2018,10.1038/s41598-018-28091-9,Samdzong,29.27,84.03,Nepal,S41,Homo sapiens,1400,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078205,SRR6877283
130,170,Mann2018,2018,10.1038/s41598-018-28091-9,Middenbeemster,52.548,4.912,Netherlands,S454,Homo sapiens,300,10.1038/s41598-018-28091-9,skeletal tissue,tooth,,SRA,PRJNA445215,SRS3078096,SRR6877391
131,185,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,02C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625244,SRR8899218
132,186,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,04C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625243,SRR8899219
133,187,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,05C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625242,SRR8899220
134,188,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,07C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625241,SRR8899221
135,189,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,13C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625248,SRR8899214
136,190,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,14C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625247,SRR8899215
137,191,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,16C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625246,SRR8899216
138,192,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,17C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625245,SRR8899217
139,193,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,18C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625250,SRR8899212
140,194,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,19C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625249,SRR8899213
141,195,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,20C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625239,SRR8899223
142,196,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,21C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625238,SRR8899224
143,197,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,22C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625237,SRR8899225
144,198,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,24C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625236,SRR8899226
145,199,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,25C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625235,SRR8899227
146,200,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,26C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625234,SRR8899228
147,201,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,27C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625233,SRR8899229
148,202,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,28C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625232,SRR8899230
149,203,Ozga2019,2019,10.1038/s41598-019-53802-1,Gombe National Park,-4.69,29.62,Tanzania,29C,Pan troglodytes schweinfurthii,100,10.1038/s41598-019-53802-1,oral,dental calculus,,SRA,PRJNA531027,SRS4625240,SRR8899222
150,213,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,213,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,tooth,,SRA,PRJNA302605,SRS1170472,SRR5581855
151,214,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,306,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,tooth,,SRA,PRJNA302605,SRS2213343,SRR5581856
152,215,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,308,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,tooth,,SRA,PRJNA302605,SRS2213341,SRR5581858
153,216,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,309,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,tooth,,SRA,PRJNA302605,SRS2213347,SRR5581851
154,217,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,403,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,tooth,,SRA,PRJNA302605,SRS2213345,SRR5581853
155,218,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,406,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,tooth,,SRA,PRJNA302605,SRS2213344,SRR5581854
156,219,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,702,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,bone,,SRA,PRJNA302605,SRS2213350,SRR5581849
157,220,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,312,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,bone,,SRA,PRJNA302605,SRS2213346,SRR5581852
158,221,Willman2018,2018,10.1371/journal.pone.0196482,Le Mans,48.006,0.199,France,307,Homo sapiens,200,10.1371/journal.pone.0196482,skeletal tissue,bone,,SRA,PRJNA302605,SRS2213342,SRR5581857
159,222,Ozga2016,2016,10.1002/ajpa.22960,Norris Farms,40.23,-90.143,USA,NF-217C-SG,Homo sapiens,700,10.1002/ajpa.22960,oral,dental calculus,,SRA,PRJNA293758,SRS1052916,SRR2229976
160,223,Ozga2016,2016,10.1002/ajpa.22960,Norris Farms,40.23,-90.143,USA,NF-47C-SG,Homo sapiens,700,10.1002/ajpa.22960,oral,dental calculus,,SRA,PRJNA293758,SRS1052918,SRR2229974
161,224,Ozga2016,2016,10.1002/ajpa.22960,Norris Farms,40.23,-90.143,USA,NF-47D-SG,Homo sapiens,700,10.1002/ajpa.22960,skeletal tissue,tooth,,SRA,PRJNA293758,SRS1052917,SRR2229975
162,225,Ozga2016,2016,10.1002/ajpa.22960,Norris Farms,40.23,-90.143,USA,NF-217D-SG,Homo sapiens,700,10.1002/ajpa.22960,skeletal tissue,tooth,,SRA,PRJNA293758,SRS1052915,SRR2229977
163,226,NievesColon2020,2020,10.1093/molbev/msz267,Paso del Indio,18.41,-66.33,USA,PI-420A-C,Homo sapiens,700,10.1093/molbev/msz267,oral,dental calculus,,SRA,PRJNA557308,SRS5211976,SRR9898613
164,260,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba abdominal oblique muscle,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,muscle tissue,,SRA,PRJNA395646,SRS2390527,SRR5875728
165,260,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba abdominal oblique muscle,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,muscle tissue,,SRA,PRJNA395646,SRS2390527,SRR5875729
166,261,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba abdominal subcutaneous fat and muscle,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,muscle tissue,,SRA,PRJNA395646,SRS2390528,SRR5875726
167,261,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba abdominal subcutaneous fat and muscle,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,muscle tissue,,SRA,PRJNA395646,SRS2390528,SRR5875727
168,262,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba cheek fat,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,buccal fat pad,,SRA,PRJNA395646,SRS2390529,SRR5875724
169,262,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba cheek fat,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,buccal fat pad,,SRA,PRJNA395646,SRS2390529,SRR5875725
170,263,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba omentum,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,omentum,,SRA,PRJNA395646,SRS2390530,SRR5875722
171,263,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba omentum,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,omentum,,SRA,PRJNA395646,SRS2390530,SRR5875723
172,264,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba peritoneum,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,peritoneum,,SRA,PRJNA395646,SRS2390526,SRR5875730
173,264,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba peritoneum,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,peritoneum,,SRA,PRJNA395646,SRS2390526,SRR5875731
174,265,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba intestinal tissue 1,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,intestine,,SRA,PRJNA395646,SRS2390532,SRR5875718
175,265,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba intestinal tissue 1,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,intestine,,SRA,PRJNA395646,SRS2390532,SRR5875719
176,266,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba intestinal tissue 2,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,intestine,,SRA,PRJNA395646,SRS2390531,SRR5875720
177,266,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba intestinal tissue 2,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,intestine,,SRA,PRJNA395646,SRS2390531,SRR5875721
178,267,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba caecum,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,caecum,,SRA,PRJNA395646,SRS2390534,SRR5875714
179,267,Ferrari2018,2018,10.3390/genes9090436,Yuribey River,68.633,71.666,Russia,Lyuba caecum,Mammuthus primigenius,41800,10.3390/genes9090436,soft tissue,caecum,,SRA,PRJNA395646,SRS2390534,SRR5875715
180,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933823
181,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933824
182,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933825
183,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933826
184,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933823
185,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933824
186,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933825
187,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933826
188,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933823
189,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933824
190,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933825
191,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933826
192,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933823
193,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933824
194,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933825
195,268,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Bone,Conepatus chinga,100,10.1093/jmammal/gyy080,skeletal tissue,bone,,SRA,PRJNA438985,SRS3118688,SRR6933826
196,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933823
197,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933824
198,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933825
199,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933826
200,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933823
201,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933824
202,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933825
203,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933826
204,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933823
205,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933824
206,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933825
207,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933826
208,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933823
209,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933824
210,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933825
211,269,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Claw,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,keratinous claw,,SRA,PRJNA438985,SRS3118688,SRR6933826
212,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933823
213,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933824
214,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933825
215,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933826
216,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933823
217,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933824
218,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933825
219,270,McDonough2018,2018,10.1093/jmammal/gyy080,"Peru: Cusco; Occobamba Valley, Tocopoqueu",-13.47,-73.56,Peru,Conepatus chinga USNM 194319 Osteocrust,Conepatus chinga,100,10.1093/jmammal/gyy080,soft tissue,muscle tissue,,SRA,PRJNA438985,SRS3118688,SRR6933826
