"project_name"	"publication_year"	"publication_doi"	"site_name"	"latitude"	"longitude"	"geo_loc_name"	"sample_name"	"sample_host"	"sample_age"	"sample_age_doi"	"singlegenome_domain"	"singlegenome_species"	"material"	"genome_type"	"collection_date"	"archive"	"data_type"	"archive_project"	"archive_accession"
"84"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Dittenheim"	49.055	10.792	"Germany"	"DIT004 merged"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465380,ERS3465381"
"85"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Edix Hill"	52.136	-0.011	"United Kingdom"	"EDI001.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465382"
"86"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Edix Hill"	52.136	-0.011	"United Kingdom"	"EDI003.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465383"
"87"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Edix Hill"	52.136	-0.011	"United Kingdom"	"EDI004.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465384"
"88"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Edix Hill"	52.136	-0.011	"United Kingdom"	"EDI005.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465385"
"89"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD001.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465386"
"90"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD002.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465387"
"91"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD007.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465388"
"92"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD013.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465389"
"93"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD019.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465390"
"94"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD020.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465391"
"95"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD021.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465392"
"96"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD022.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465393"
"97"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD023.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465394"
"98"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD024.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465395"
"99"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Saint-Doulchard Le Pressoir"	47.105	2.357	"France"	"LSD026.A"	"Homo sapiens"	1300	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465396"
"100"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Lunel-Viel (Quartier centrale)"	43.677	4.092	"France"	"LVC001 merged"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465397,ERS3465398"
"101"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Lunel-Viel (Quartier centrale)"	43.677	4.092	"France"	"LVC005 merged"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465399,ERS3465400,ERS3465401"
"102"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Lunel-Viel (Quartier centrale)"	43.677	4.092	"France"	"LVC006.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465402"
"103"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Petting"	47.912	12.816	"Germany"	"PET004.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465404"
"104"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Petting"	47.912	12.816	"Germany"	"PET005.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465405"
"105"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Petting"	47.912	12.816	"Germany"	"PET006.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465406"
"106"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"UnterthÃ¼rheim"	48.599	10.706	"Germany"	"UNT002.A"	"Homo sapiens"	1600	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465407"
"107"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"UnterthÃ¼rheim"	48.599	10.706	"Germany"	"UNT003.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465408"
"108"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"UnterthÃ¼rheim"	48.599	10.706	"Germany"	"UNT004.A"	"Homo sapiens"	1600	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465409"
"109"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"UnterthÃ¼rheim"	48.599	10.706	"Germany"	"UNT005.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465410"
"110"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"UnterthÃ¼rheim"	48.599	10.706	"Germany"	"UNT006.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465411"
"111"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Valencia"	39.476	-0.374	"Spain"	"VAL001.B"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465403"
"112"	"Keller2019"	2019	"10.1073/pnas.1820447116"	"Waging"	47.934	12.733	"Germany"	"WAG001.A"	"Homo sapiens"	1500	"10.1073/pnas.1820447116"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB29991"	"ERS3465412"
"113"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Tian Shan"	41.501	75.794	"Kyrgyzstan"	"DA66"	"Homo sapiens"	1500	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"unknown"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484289"
"114"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Lake Baikal (Shamanka II)"	51.698	103.703	"Russia"	"DA337"	"Homo sapiens"	4000	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"unknown"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484292"
"115"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Gotland"	57.63	18.28	"Sweden"	"VK477"	"Homo sapiens"	1000	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"tooth"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484298"
"116"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"BrandÃ½sek"	50.18	14.15	"Czech Republic"	"RISE569"	"Homo sapiens"	1300	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"tooth"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484294"
"117"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Bazaiha, Krasnoyarsk"	55.951	92.784	"Russia"	"NEO105"	"Homo sapiens"	500	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"tooth"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484293"
"118"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Lake Baikal (Shamanka II)"	51.698	103.703	"Russia"	"DA251"	"Homo sapiens"	6900	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"tooth"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484290"
"119"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Eastern Settlement"	60.99	-45.42	"Greenland"	"VK6"	"Homo sapiens"	1000	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"tooth"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484295"
"120"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Bodzia"	52.703	18.887	"Poland"	"VK154"	"Homo sapiens"	1000	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"tooth"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484297"
"121"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Oxford"	51.756	-1.257	"United Kingdom"	"VK143"	"Homo sapiens"	1100	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"tooth"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484296"
"122"	"Muhlemann2018b"	2018	"10.1073/pnas.1804921115"	"Lake Baikal (Shamanka II)"	51.698	103.703	"Russia"	"DA336"	"Homo sapiens"	4100	"10.1073/pnas.1804921115"	"virus"	"Parvovirus B19"	"unknown"	"chromosome"	NA	"ENA"	"reference_aligned,consensus"	NA	"ERS2484291"
"123"	"Wagner2014"	2014	"10.1016/S1473-3099(13)70323-2"	"Aschheim-Bajuwarenring"	48.172	11.715	"Germany"	"A120"	"Homo sapiens"	1400	"10.1016/S1473-3099(13)70323-2"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"SRA"	"raw"	"PRJNA231474"	"SRS514388,SRS514389,SRS514393,SRS514395,SRS514397,SRS514398,SRS514399,SRS514400,SRS514401,SRS514402,SRS514403,SRS514404,SRS514423,SRS514424,SRS514425,SRS514426,SRS514427,SRS514429,SRS514430,SRS514431,SRS514435,SRS514436,SRS514437,SRS514438,SRS514439,SRS514440,SRS514441,SRS514442,SRS514507,SRS514506,SRS514505,SRS514444"
"124"	"Wagner2014"	2014	"10.1016/S1473-3099(13)70323-2"	"Aschheim-Bajuwarenring"	48.172	11.715	"Germany"	"A76"	"Homo sapiens"	1400	"10.1016/S1473-3099(13)70323-2"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"SRA"	"raw"	"PRJNA231474"	"SRS514391,SRS514392,SRS514432,SRS514443,SRS514508"
"125"	"Bos2011"	2011	"10.1038/nature10549"	"East Smithfield Cemetery"	51.508	-0.069	"United Kingdom"	"ES_11972"	"Homo sapiens"	600	"10.1038/nature10549"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"SRA"	"raw"	"SRP008060"	"SRS259946"
"126"	"Bos2011"	2011	"10.1038/nature10549"	"Abbey St. Mary Graces"	51.508	-0.069	"United Kingdom"	"ES_6330"	"Homo sapiens"	600	"10.1038/nature10549"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"SRA"	"raw"	"SRP008060"	"SRS259944"
"127"	"Bos2011"	2011	"10.1038/nature10549"	"East Smithfield Cemetery"	51.508	-0.069	"United Kingdom"	"ES_8124"	"Homo sapiens"	600	"10.1038/nature10549"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"SRA"	"raw"	"SRP008060"	"SRS259947"
"128"	"Bos2011"	2011	"10.1038/nature10549"	"East Smithfield Cemetery"	51.508	-0.069	"United Kingdom"	"ES_8291"	"Homo sapiens"	600	"10.1038/nature10549"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"SRA"	"raw"	"SRP008060"	"SRS259945"
"129"	"Bos2016"	2016	"10.7554/eLife.12994.001"	"l'Observance"	43.301	5.367	"France"	"OBS107"	"Homo sapiens"	200	"10.7554/eLife.12994.001"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB12163"	"ERS1020860"
"130"	"Bos2016"	2016	"10.7554/eLife.12994.001"	"l'Observance"	43.301	5.367	"France"	"OBS110"	"Homo sapiens"	200	"10.7554/eLife.12994.001"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB12163"	"ERS1020861"
"131"	"Bos2016"	2016	"10.7554/eLife.12994.001"	"l'Observance"	43.301	5.367	"France"	"OBS116"	"Homo sapiens"	200	"10.7554/eLife.12994.001"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB12163"	"ERS1020862"
"132"	"Bos2016"	2016	"10.7554/eLife.12994.001"	"l'Observance"	43.301	5.367	"France"	"OBS124"	"Homo sapiens"	200	"10.7554/eLife.12994.001"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB12163"	"ERS1020863"
"133"	"Bos2016"	2016	"10.7554/eLife.12994.001"	"l'Observance"	43.301	5.367	"France"	"OBS137"	"Homo sapiens"	200	"10.7554/eLife.12994.001"	"bacteria"	"Yersinia pestis"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB12163"	"ERS1020864"
"134"	"PattersonRoss2018"	2018	"10.1371/journal.ppat.1006750"	"Sacristy of the Basilica of St. Domenico Maggiore"	40.848	14.254	"Italy"	"NASD24"	"Homo sapiens"	400	"10.1371/journal.ppat.1006750"	"virus"	"Hepatitis B virus"	"tissue"	"chromosome"	NA	"GenBank"	"consensus"	NA	"MG585269"
"135"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_10"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020211"
"136"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_11"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020212"
"137"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_14"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020215"
"138"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_20"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020221"
"139"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_34"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020226"
"140"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_35"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020227"
"141"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_36"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020228"
"142"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_37"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020229"
"143"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_38"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020230"
"144"	"Vagene2018"	2018	"10.1038/s41559-017-0446-6"	"Teposcolula-Yucundaa"	17.499	-97.467	"Mexico"	"Tepos_41"	"Homo sapiens"	400	"10.1038/s41559-017-0446-6"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"ENA"	"raw"	"PRJEB23438"	"ERS2020231"
"145"	"deDios2020"	2020	"10.1016/j.meegid.2020.104209"	"MusÃ©es Royaux des Beaux-Arts de Belgique"	50.842	4.358	"Belgium"	"Jean-Paul Marat"	"Homo sapiens"	200	"10.1016/j.meegid.2020.104209"	"eukaryota"	"Malassezia restricta"	"blood"	"chromosome"	NA	"ENA"	"raw"	"PRJEB32319"	"ERS4278128,ERS4278129,ERS4278130"
"146"	"deDios2020"	2020	"10.1016/j.meegid.2020.104209"	"MusÃ©es Royaux des Beaux-Arts de Belgique"	50.842	4.358	"Belgium"	"Jean-Paul Marat"	"Homo sapiens"	200	"10.1016/j.meegid.2020.104209"	"bacteria"	"Cutibacterium acnes"	"blood"	"chromosome"	NA	"ENA"	"raw"	"PRJEB32319"	"ERS4278128,ERS4278129,ERS4278130"
"147"	"Zhou2018"	2018	"10.1016/j.cub.2018.05.058"	"St. Olav's Cathedral"	63.425	10.392	"Norway"	"SK152"	"Homo sapiens"	800	"10.1016/j.cub.2018.05.058"	"bacteria"	"Salmonella enterica"	"tooth"	"chromosome"	NA	"UCPH ERDA"	"raw"	NA	"E56xgi8CEl"
"148"	"Sabin2020"	2020	"10.1186/s13059-020-02112-1"	"Lund Cathedral"	55.704	13.193	"Sweden"	"Bishop Peder Winstrup"	"Homo sapiens"	300	"10.1186/s13059-020-02112-1"	"bacteria"	"Mycobacterium tuberculosis"	"calcified nodule"	"chromosome"	NA	"SRA"	"raw"	"PRJNA517266"	"SRS6462469"
"149"	"Kay2014"	2014	"10.1128/mBio.01337-14"	"Geridu, Sardinia"	40.78	8.574	"Italy"	"2568"	"Homo sapiens"	600	"10.1128/mBio.01337-14"	"bacteria"	"Brucella melitensis"	"calcified nodule"	"chromosome"	NA	"ENA"	"raw"	"PRJEB6045"	"ERS430636"
"150"	"Devault2014"	2014	"10.1056/NEJMoa1308663"	"MÃ¼tter Museum, College of Physicians of Philadelphia"	39.953	-75.176	"USA"	"3090.13"	"Homo sapiens"	100	"10.1056/NEJMoa1308663"	"bacteria"	"Vibrio cholerae"	"intestine"	"chromosome"	NA	"SRA"	"raw"	"PRJNA219007"	"SRS480102"
"151"	"Kay2015"	2015	"10.1038/ncomms7717"	"Dominican church of VÃ¡c"	47.777	19.127	"Hungary"	"body_121"	"Homo sapiens"	200	"10.1038/ncomms7717"	"bacteria"	"Mycobacterium tuberculosis"	"bone"	"chromosome"	NA	"ENA"	"raw"	"PRJEB7454"	"ERS563413,ERS563414,ERS563415"
"152"	"Kay2015"	2015	"10.1038/ncomms7717"	"Dominican church of VÃ¡c"	47.777	19.127	"Hungary"	"body_68"	"Homo sapiens"	200	"10.1038/ncomms7717"	"bacteria"	"Mycobacterium tuberculosis"	"lung tissue"	"chromosome"	NA	"ENA"	"raw"	"PRJEB7454"	"ERS563404,ERS563405,ERS563406"
"153"	"Kay2015"	2015	"10.1038/ncomms7717"	"Dominican church of VÃ¡c"	47.777	19.127	"Hungary"	"body_78"	"Homo sapiens"	200	"10.1038/ncomms7717"	"bacteria"	"Mycobacterium tuberculosis"	"bone"	"chromosome"	NA	"ENA"	"raw"	"PRJEB7454"	"ERS563407"
"154"	"Kay2015"	2015	"10.1038/ncomms7717"	"Dominican church of VÃ¡c"	47.777	19.127	"Hungary"	"body_28"	"Homo sapiens"	200	"10.1038/ncomms7717"	"bacteria"	"Mycobacterium tuberculosis"	"abdomen"	"chromosome"	NA	"ENA"	"raw"	"PRJEB7454"	"ERS563385,ERS563386,ERS563387"
"155"	"Kay2015"	2015	"10.1038/ncomms7717"	"Dominican church of VÃ¡c"	47.777	19.127	"Hungary"	"body_25"	"Homo sapiens"	200	"10.1038/ncomms7717"	"bacteria"	"Mycobacterium tuberculosis"	"abdomen"	"chromosome"	NA	"ENA"	"raw"	"PRJEB7454"	"ERS563382,ERS563383"
"156"	"Kay2015"	2015	"10.1038/ncomms7717"	"Dominican church of VÃ¡c"	47.777	19.127	"Hungary"	"body_80"	"Homo sapiens"	100	"10.1038/ncomms7717"	"bacteria"	"Mycobacterium tuberculosis"	"thoracic segment of trunk"	"chromosome"	NA	"ENA"	"raw"	"PRJEB7454"	"ERS563408"
"157"	"Kay2015"	2015	"10.1038/ncomms7717"	"Dominican church of VÃ¡c"	47.777	19.127	"Hungary"	"body_23"	"Homo sapiens"	200	"10.1038/ncomms7717"	"bacteria"	"Mycobacterium tuberculosis"	"abdomen"	"chromosome"	NA	"ENA"	"raw"	"PRJEB7454"	"ERS563378,ERS563379"
"158"	"Kay2015"	2015	"10.1038/ncomms7717"	"Dominican church of VÃ¡c"	47.777	19.127	"Hungary"	"body_92"	"Homo sapiens"	200	"10.1038/ncomms7717"	"bacteria"	"Mycobacterium tuberculosis"	"thoracic segment of trunk"	"chromosome"	NA	"ENA"	"raw"	"PRJEB7454"	"ERS563409"
"159"	"vanDorp2020"	2020	"10.1093/molbev/msz264"	"Sant Jaume dâ€™Enveja"	40.705	0.727	"Spain"	"Ebro-1944"	"Homo sapiens"	100	"10.1093/molbev/msz264"	"eukaryota"	"Plasmodium vivax"	"blood"	"chromosome"	NA	"ENA"	"raw"	"PRJEB30878"	"ERS3037135,ERS3037137,ERS3037139,ERS3037136,ERS3037140,ERS3037138,ERS3037141"
"160"	"Kerudin2019"	2019	"10.1016/j.jas.2019.105035"	"Hospital of  St  James and  St  Mary Magdalene"	50.842	-0.759	"United Kingdom"	"C21"	"Homo sapiens"	400	"10.1016/j.jas.2019.105035"	"bacteria"	"Mycobacterium leprae"	"bone"	"chromosome"	NA	"ENA"	"raw"	"PRJEB35037"	"ERS3908875"
"161"	"Kerudin2019"	2019	"10.1016/j.jas.2019.105035"	"Hospital of  St  James and  St  Mary Magdalene"	50.842	-0.759	"United Kingdom"	"C48"	"Homo sapiens"	400	"10.1016/j.jas.2019.105035"	"bacteria"	"Mycobacterium leprae"	"bone"	"chromosome"	NA	"ENA"	"raw"	"PRJEB35037"	"ERS3908876"
"162"	"Kerudin2019"	2019	"10.1016/j.jas.2019.105035"	"Raunds Furnells cemetary"	52.349	-0.534	"United Kingdom"	"R5046"	"Homo sapiens"	800	"10.1016/j.jas.2019.105035"	"bacteria"	"Mycobacterium leprae"	"bone"	"chromosome"	NA	"ENA"	"raw"	"PRJEB35037"	"ERS3908877"
"163"	"Worobey2016"	2016	"10.1038/nature19827"	"San Francisco Cohort"	37.77	-122.42	"USA"	"SF73"	"Homo sapiens"	100	"10.1038/nature19827"	"virus"	"Human immunodeficiency virus 1"	"blood"	"chromosome"	NA	"Dryad"	"consensus"	NA	"10.5061/dryad.7mv7v"
"164"	"Worobey2016"	2016	"10.1038/nature19827"	"San Francisco Cohort"	37.77	-122.42	"USA"	"SF74"	"Homo sapiens"	100	"10.1038/nature19827"	"virus"	"Human immunodeficiency virus 1"	"blood"	"chromosome"	NA	"Dryad"	"consensus"	NA	"10.5061/dryad.7mv7v"
"165"	"Worobey2016"	2016	"10.1038/nature19827"	"San Francisco Cohort"	37.77	-122.42	"USA"	"SF20"	"Homo sapiens"	100	"10.1038/nature19827"	"virus"	"Human immunodeficiency virus 1"	"blood"	"chromosome"	NA	"Dryad"	"consensus"	NA	"10.5061/dryad.7mv7v"
"166"	"Worobey2016"	2016	"10.1038/nature19827"	"New York Cohort"	40.69	-73.98	"USA"	"NYC7"	"Homo sapiens"	100	"10.1038/nature19827"	"virus"	"Human immunodeficiency virus 1"	"blood"	"chromosome"	NA	"Dryad"	"consensus"	NA	"10.5061/dryad.7mv7v"
