Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,Library Name,BioSampleModel,geo_loc_name_country,geo_loc_name_country_continent,Collection_Date,lat_lon,geo_loc_name,sex,Host,Isolate,Ethnicity,AGE,Biomaterial_provider,SAMPLE_TYPE,tissue,health_state,cell_line,cell_subtype,cell_type,culture_collection,dev_stage,disease,disease_stage,karyotype,Library,PHENOTYPE,Population,RACE,env_biome,env_feature,samp_size,env_material,Isolation_source,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,SRA_accession,title,Depth,geographic_location_(country_and/or_sea),INSDC_center_alias,Investigation_type,project_name,Description,INSTRUMENT_MODEL,library_layout,library_source,misc_param,platform,processing_location (run),Source_material_ID,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),Sequencing_method,host_sex,samp_collect_device,geographic_location_(elevation),soil_environmental_package,BIOME,Ammonium_Nitrogen,Boron_Hot_CaCl2,colour,Conductivity,Crop_rotation_1yr_since_present,Crop_rotation_2yrs_since_present,Crop_rotation_3yrs_since_present,Crop_rotation_4yrs_since_present,Crop_rotation_5yrs_since_present,current_land_use,Date_since_change_in_Land_Use,DTPA_Copper,DTPA_Iron,DTPA_Manganese,DTPA_Zinc,Env_package,Exc_Aluminium,Exc_Calcium,Exc_Magnesium,Exc_Potassium,Exc_Sodium,feature,fire_intensity_if_known,Gravel_(_>2.0_mm),history/agrochemical_additions,history/extreme_events,history/flooding,history/previous_land_use,host_subject_id,links_to_additional_analysis,material,Nitrate_Nitrogen,Other_comments,pH_Level_(CaCl2),pH_Level_(H2O),Phosphorus_Colwell,Potassium_Colwell,profile_position_(BASE),Sample_ID,slope_aspect,slope_gradient,soil_taxonomic/FAO_classification,soil_taxonomic/local_classification,Sulphur,texture,tillage,total_organic_carbon,Vegetation_Dom_Grasses,Vegetation_Dom_Shrubs,Vegetation_Dom_Trees,Vegetation_Total_cover,water_content_of_soil,history/fire,Host_disease,body_site,Clay_(<2_µm),Course_Sand_(200-2000_µm)
SRR988095,WGS,PRJNA219368,SAMN02354095,GEORGIA INSTITUTE OF TECHNOLOGY,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX352025,Illumina HiSeq 2000,PAIRED,unspecified,METAGENOMIC,soil metagenome,ILLUMINA,2015-07-22T00:00:00Z,C1.rep2,SRP029969,202,4020825352,2481696718,,"MIMS.me,MIGS/MIMS/MIMARKS.soil",USA,North America,2010-10,34.975667 N 97.519 W,"USA: Okalahoma\, Kessler Farm Field Laboratory (KFFL)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-15cm,,,metagenome,Oklahoma soil ten years warming,,,,,,,,,,,,,,,,soil corer,,,Grassland,,,,,,,,,,,,,,,,MIGS/MIMS/MIMARKS.soil,,,,,,"plot 1 control\, replicate 2",,,,,,,,,Soil core,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR1923773,AMPLICON,PRJNA278873,SAMN03433818,INDIANA UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX963823,454 GS FLX Titanium,SINGLE,PCR,METAGENOMIC,human skin metagenome,LS454,2015-03-23T00:00:00Z,s1r2.41B,SRP056364,413,921439,538970,WCS,"MIMS.me,MIGS/MIMS/MIMARKS.human-skin",USA,North America,2013-01-23,39.7910 N 86.1480 W,USA,,Homo sapiens,,,,,,,,,,,,,,,,,,,,deltoid,microbiome,,swab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9898613,WGS,PRJNA557308,SAMN12394099,ARIZONA STATE UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6650320,Illumina HiSeq 2500,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2019-11-12T00:00:00Z,PI-420AC-SG,SRP217286,63,283860296,105823704,PI-420AC-SG,Human,,,,,,not collected,,PI-420AC-SG,,not collected,Arizona State University,shotgun sequences,dental calculus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047042,WGS,PRJNA354503,SAMN06046879,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369652,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0148,SRP093814,75,339397275,189452721,PCA0148,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0148,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047043,WGS,PRJNA354503,SAMN06046912,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369653,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0023,SRP093814,75,207657000,145531590,PCA0023,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0023,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047045,WGS,PRJNA354503,SAMN06046936,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369655,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0047,SRP093814,75,545858475,359840977,PCA0047,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0047,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047047,WGS,PRJNA354503,SAMN06046815,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369657,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0105,SRP093814,75,535196475,339497139,PCA0105,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0105,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047048,WGS,PRJNA354503,SAMN06046904,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369658,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0015,SRP093814,75,300594675,178425863,PCA0015,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0015,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047050,WGS,PRJNA354503,SAMN06046837,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369660,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0079,SRP093814,75,425068950,284660669,PCA0079,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0079,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047053,WGS,PRJNA354503,SAMN06046946,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369663,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0057,SRP093814,75,798285825,513007472,PCA0057,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0057,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047056,WGS,PRJNA354503,SAMN06046825,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369666,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0067,SRP093814,75,417944250,278960230,PCA0067,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0067,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047057,WGS,PRJNA354503,SAMN06046909,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369667,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0020,SRP093814,75,300000000,199786375,PCA0020,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0020,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047059,WGS,PRJNA354503,SAMN06046868,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369669,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0137,SRP093814,75,319021875,184371977,PCA0137,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0137,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047062,WGS,PRJNA354503,SAMN06046886,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369672,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0155,SRP093814,75,326776350,217790934,PCA0155,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0155,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047064,WGS,PRJNA354503,SAMN06046833,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369674,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0075,SRP093814,75,562822500,421865172,PCA0075,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0075,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047065,WGS,PRJNA354503,SAMN06046941,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369675,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0052,SRP093814,75,457038300,315596539,PCA0052,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0052,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047068,WGS,PRJNA354503,SAMN06046924,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369678,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0035,SRP093814,75,270929550,179603907,PCA0035,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0035,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047069,WGS,PRJNA354503,SAMN06046901,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369679,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0162,SRP093814,75,494597550,318596469,PCA0162,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0162,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047071,WGS,PRJNA354503,SAMN06046890,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369681,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0159,SRP093814,75,504910800,334701458,PCA0159,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0159,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047072,WGS,PRJNA354503,SAMN06046841,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369682,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0083,SRP093814,75,600000000,429903659,PCA0083,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0083,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047073,WGS,PRJNA354503,SAMN06046948,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369683,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0059,SRP093814,75,544451250,340395026,PCA0059,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0059,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047075,WGS,PRJNA354503,SAMN06046791,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369685,Illumina Genome Analyzer II,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0001,SRP093814,150,61380000,34779589,PCA0001,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0001,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047077,WGS,PRJNA354503,SAMN06046921,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369687,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0032,SRP093814,75,189258975,126741517,PCA0032,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0032,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047080,WGS,PRJNA354503,SAMN06046914,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369690,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0025,SRP093814,75,253365600,165272525,PCA0025,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0025,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047081,WGS,PRJNA354503,SAMN06046952,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369691,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0063,SRP093814,75,854395350,561532783,PCA0063,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0063,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047083,WGS,PRJNA354503,SAMN06046903,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369693,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0014,SRP093814,75,166727775,108928027,PCA0014,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0014,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047085,WGS,PRJNA354503,SAMN06046918,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369695,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0029,SRP093814,75,147489000,100242425,PCA0029,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0029,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047087,WGS,PRJNA354503,SAMN06046806,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369697,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0096,SRP093814,75,470951925,305631667,PCA0096,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0096,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047089,WGS,PRJNA354503,SAMN06046812,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369699,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0102,SRP093814,75,725844150,468760406,PCA0102,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0102,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047092,WGS,PRJNA354503,SAMN06046816,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369702,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0106,SRP093814,75,530448825,344962756,PCA0106,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0106,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047094,WGS,PRJNA354503,SAMN06046945,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369704,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0056,SRP093814,75,470830275,311358512,PCA0056,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0056,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5047095,WGS,PRJNA354503,SAMN06046950,"INSTITUTE OF BIOORGANIC CHEMISTRY, POLISH ACADEMY OF SCIENCIES",public,"contigs,fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2369705,Illumina Genome Analyzer II,SINGLE,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,2016-11-24T00:00:00Z,PCA0061,SRP093814,75,707689725,451663417,PCA0061,Human,,,,,,missing,,missing,missing,missing,PCA,gDNA,teeth,missing,missing,missing,missing,missing,missing,missing,missing,missing,PCA0061,missing,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
